"Experiment Accession","Experiment Title","Organism Name","Instrument","Submitter","Study Accession","Study Title","Sample Accession","Sample Title","Total Size, Mb","Total RUNs","Total Spots","Total Bases","Library Name","Library Strategy","Library Source","Library Selection"
"SRX17858374","GSM6631679: GTML, Rapalink1, RP, Rep1; Mus musculus; OTHER","Mus musculus","Illumina HiSeq 4000","UCSF","SRP402122","N-myc mediated translation control is a therapeutic vulnerability in medulloblastoma","SRS15379383","","690.91","1","43044359","2195262309","GSM6631679","OTHER","TRANSCRIPTOMIC","other"
"SRX17858373","GSM6631678: GTML, DMSO, RP, Rep3; Mus musculus; OTHER","Mus musculus","Illumina HiSeq 4000","UCSF","SRP402122","N-myc mediated translation control is a therapeutic vulnerability in medulloblastoma","SRS15379382","","483.24","1","30070504","1533595704","GSM6631678","OTHER","TRANSCRIPTOMIC","other"
"SRX17858372","GSM6631677: GTML, DMSO, RP, Rep2; Mus musculus; OTHER","Mus musculus","Illumina HiSeq 4000","UCSF","SRP402122","N-myc mediated translation control is a therapeutic vulnerability in medulloblastoma","SRS15379381","","380.57","1","23393329","1193059779","GSM6631677","OTHER","TRANSCRIPTOMIC","other"
"SRX17858371","GSM6631676: GTML, DMSO, RP, Rep1; Mus musculus; OTHER","Mus musculus","Illumina HiSeq 4000","UCSF","SRP402122","N-myc mediated translation control is a therapeutic vulnerability in medulloblastoma","SRS15379380","","589.23","1","36639523","1868615673","GSM6631676","OTHER","TRANSCRIPTOMIC","other"
"SRX17229531","RNAseq of Riboseq ND","Streptococcus pneumoniae","Illumina HiSeq 4000","University of Illinois at Chicago","SRP385730","Discovery of Unannotated Small Open Reading Frames in Streptococcus pneumoniae D39 Involved in Quorum Sensing and Virulence Using Ribosome Profiling","SRS14795996","","1470.68","1","44955530","4495553000","RNAseq ND","RNA-Seq","TRANSCRIPTOMIC","PCR"
"SRX16528666","GSM6380474: RiboTag-WT_IP_Rep2; Mus musculus; OTHER","Mus musculus","BGISEQ-500","GEO","SRP339104","tRNA-m1A modification promotes T cell expansion via efficient MYC protein synthesis","SRS14163732","","1961.2","1","22914941","6296535881","","OTHER","TRANSCRIPTOMIC","other"
"SRX16528665","GSM6380473: RiboTag-WT_IP_Rep1; Mus musculus; OTHER","Mus musculus","BGISEQ-500","GEO","SRP339104","tRNA-m1A modification promotes T cell expansion via efficient MYC protein synthesis","SRS14163733","","2086.9","1","24120667","6678092891","","OTHER","TRANSCRIPTOMIC","other"
"SRX16528664","GSM6380472: RiboTag-KO_IP_Rep2; Mus musculus; OTHER","Mus musculus","BGISEQ-500","GEO","SRP339104","tRNA-m1A modification promotes T cell expansion via efficient MYC protein synthesis","SRS14163731","","1933.5","1","22452419","6190776192","","OTHER","TRANSCRIPTOMIC","other"
"SRX16528663","GSM6380471: RiboTag-KO_IP_Rep1; Mus musculus; OTHER","Mus musculus","BGISEQ-500","GEO","SRP339104","tRNA-m1A modification promotes T cell expansion via efficient MYC protein synthesis","SRS14163729","","2057.88","1","23928731","6589250053","","OTHER","TRANSCRIPTOMIC","other"
"SRX16528662","GSM6380470: RiboTag-WT_input_Rep2; Mus musculus; OTHER","Mus musculus","BGISEQ-500","GEO","SRP339104","tRNA-m1A modification promotes T cell expansion via efficient MYC protein synthesis","SRS14163730","","2187.79","1","25322374","6986410378","","OTHER","TRANSCRIPTOMIC","other"
"SRX16528661","GSM6380469: RiboTag-WT_input_Rep1; Mus musculus; OTHER","Mus musculus","BGISEQ-500","GEO","SRP339104","tRNA-m1A modification promotes T cell expansion via efficient MYC protein synthesis","SRS14163728","","2135.19","1","24718474","6827047579","","OTHER","TRANSCRIPTOMIC","other"
"SRX16528660","GSM6380468: RiboTag-KO_input_Rep2; Mus musculus; OTHER","Mus musculus","BGISEQ-500","GEO","SRP339104","tRNA-m1A modification promotes T cell expansion via efficient MYC protein synthesis","SRS14163727","","2140.5","1","24668054","6824156021","","OTHER","TRANSCRIPTOMIC","other"
"SRX16528659","GSM6380467: RiboTag-KO_input_Rep1; Mus musculus; OTHER","Mus musculus","BGISEQ-500","GEO","SRP339104","tRNA-m1A modification promotes T cell expansion via efficient MYC protein synthesis","SRS14163725","","1994.55","1","22980080","6366113537","","OTHER","TRANSCRIPTOMIC","other"
"SRX16528658","GSM6380466: tRNA-expression-AlkB_T6h_Rep2; Mus musculus; ncRNA-Seq","Mus musculus","BGISEQ-500","GEO","SRP339104","tRNA-m1A modification promotes T cell expansion via efficient MYC protein synthesis","SRS14163726","","9114.36","1","94254934","14138240100","","ncRNA-Seq","TRANSCRIPTOMIC","size fractionation"
"SRX16528657","GSM6380465: tRNA-expression-AlkB_T6h_Rep1; Mus musculus; ncRNA-Seq","Mus musculus","BGISEQ-500","GEO","SRP339104","tRNA-m1A modification promotes T cell expansion via efficient MYC protein synthesis","SRS14163724","","8136.99","1","84240256","12636038400","","ncRNA-Seq","TRANSCRIPTOMIC","size fractionation"
"SRX16528656","GSM6380464: tRNA-expression-AlkB_T48h_Rep2; Mus musculus; ncRNA-Seq","Mus musculus","BGISEQ-500","GEO","SRP339104","tRNA-m1A modification promotes T cell expansion via efficient MYC protein synthesis","SRS14163723","","8377.91","1","87607672","13141150800","","ncRNA-Seq","TRANSCRIPTOMIC","size fractionation"
"SRX16528655","GSM6380463: tRNA-expression-AlkB_T48h_Rep1; Mus musculus; ncRNA-Seq","Mus musculus","BGISEQ-500","GEO","SRP339104","tRNA-m1A modification promotes T cell expansion via efficient MYC protein synthesis","SRS14163722","","9209.9","1","96265964","14439894600","","ncRNA-Seq","TRANSCRIPTOMIC","size fractionation"
"SRX16528654","GSM6380462: tRNA-expression-AlkB_T18h_Rep2; Mus musculus; ncRNA-Seq","Mus musculus","BGISEQ-500","GEO","SRP339104","tRNA-m1A modification promotes T cell expansion via efficient MYC protein synthesis","SRS14163721","","6953.62","1","72323552","10848532800","","ncRNA-Seq","TRANSCRIPTOMIC","size fractionation"
"SRX16528653","GSM6380461: tRNA-expression-AlkB_T18h_Rep1; Mus musculus; ncRNA-Seq","Mus musculus","BGISEQ-500","GEO","SRP339104","tRNA-m1A modification promotes T cell expansion via efficient MYC protein synthesis","SRS14163720","","7597.66","1","79174464","11876169600","","ncRNA-Seq","TRANSCRIPTOMIC","size fractionation"
"SRX16528652","GSM6380460: tRNA-expression-AlkB_T0h_Rep2; Mus musculus; ncRNA-Seq","Mus musculus","BGISEQ-500","GEO","SRP339104","tRNA-m1A modification promotes T cell expansion via efficient MYC protein synthesis","SRS14163718","","7084.81","1","74964714","11244707100","","ncRNA-Seq","TRANSCRIPTOMIC","size fractionation"
"SRX16528651","GSM6380459: tRNA-expression-AlkB_T0h_Rep1; Mus musculus; ncRNA-Seq","Mus musculus","BGISEQ-500","GEO","SRP339104","tRNA-m1A modification promotes T cell expansion via efficient MYC protein synthesis","SRS14163719","","8209.96","1","85096512","12764476800","","ncRNA-Seq","TRANSCRIPTOMIC","size fractionation"
"ERX9495407","NextSeq 500 sequencing; Ribosome profiling in mitochondria from flowers of wildtype Arabidopsis thaliana and DWEORG1 (At3g15590) mutant","Arabidopsis thaliana","NextSeq 500","Botanical Institute of the Christian-Albrechts-Uni","ERP139564","Ribosome profiling in mitochondria from flowers of wildtype Arabidopsis thaliana and DWEORG1 (At3g15590) mutant","ERS12454459","","3601.78","1","110630724","9490568790","Riboseq-Col-0 biol rep 2_s","OTHER","TRANSCRIPTOMIC","RT-PCR"
"ERX9495408","NextSeq 500 sequencing; Ribosome profiling in mitochondria from flowers of wildtype Arabidopsis thaliana and DWEORG1 (At3g15590) mutant","Arabidopsis thaliana","NextSeq 500","Botanical Institute of the Christian-Albrechts-Uni","ERP139564","Ribosome profiling in mitochondria from flowers of wildtype Arabidopsis thaliana and DWEORG1 (At3g15590) mutant","ERS12454460","","3964.3","1","122324392","10500536277","Riboseq-dweorg1 biol rep 1_s","OTHER","TRANSCRIPTOMIC","RT-PCR"
"ERX9495409","NextSeq 500 sequencing; Ribosome profiling in mitochondria from flowers of wildtype Arabidopsis thaliana and DWEORG1 (At3g15590) mutant","Arabidopsis thaliana","NextSeq 500","Botanical Institute of the Christian-Albrechts-Uni","ERP139564","Ribosome profiling in mitochondria from flowers of wildtype Arabidopsis thaliana and DWEORG1 (At3g15590) mutant","ERS12454461","","2823.89","1","87692561","7527085558","Riboseq-dweorg1 biol rep 2_s","OTHER","TRANSCRIPTOMIC","RT-PCR"
"ERX9495406","NextSeq 500 sequencing; Ribosome profiling in mitochondria from flowers of wildtype Arabidopsis thaliana and DWEORG1 (At3g15590) mutant","Arabidopsis thaliana","NextSeq 500","Botanical Institute of the Christian-Albrechts-Uni","ERP139564","Ribosome profiling in mitochondria from flowers of wildtype Arabidopsis thaliana and DWEORG1 (At3g15590) mutant","ERS12454458","","3308.28","1","101464583","8705855818","Riboseq-Col-0 biol rep 1_s","OTHER","TRANSCRIPTOMIC","RT-PCR"
"SRX15281723","GSM6153513: control male3, Riboseq; Mus musculus; OTHER","Mus musculus","Illumina NovaSeq 6000","Molecular Genetics and Microbiology, Duke Universi","SRP375353","Identification of DDX3X-dependent translation targets in the E11.5 mouse cortex","SRS13013123","","2980.48","2","144162185","10956326060","GSM6153513","OTHER","TRANSCRIPTOMIC","other"
"SRX15281722","GSM6153512: control male2, Riboseq; Mus musculus; OTHER","Mus musculus","Illumina NovaSeq 6000","Molecular Genetics and Microbiology, Duke Universi","SRP375353","Identification of DDX3X-dependent translation targets in the E11.5 mouse cortex","SRS13013122","","2278.57","2","109930132","8354690032","GSM6153512","OTHER","TRANSCRIPTOMIC","other"
"SRX15281721","GSM6153511: control male1, Riboseq; Mus musculus; OTHER","Mus musculus","Illumina NovaSeq 6000","Molecular Genetics and Microbiology, Duke Universi","SRP375353","Identification of DDX3X-dependent translation targets in the E11.5 mouse cortex","SRS13013121","","2741.94","2","131375855","9984564980","GSM6153511","OTHER","TRANSCRIPTOMIC","other"
"SRX15281720","GSM6153510: control female3, Riboseq; Mus musculus; OTHER","Mus musculus","Illumina NovaSeq 6000","Molecular Genetics and Microbiology, Duke Universi","SRP375353","Identification of DDX3X-dependent translation targets in the E11.5 mouse cortex","SRS13013120","","2201.21","2","106380226","8084897176","GSM6153510","OTHER","TRANSCRIPTOMIC","other"
"SRX15281719","GSM6153509: control female2, Riboseq; Mus musculus; OTHER","Mus musculus","Illumina NovaSeq 6000","Molecular Genetics and Microbiology, Duke Universi","SRP375353","Identification of DDX3X-dependent translation targets in the E11.5 mouse cortex","SRS13013119","","2765.35","2","133358289","10135229964","GSM6153509","OTHER","TRANSCRIPTOMIC","other"
"SRX15281718","GSM6153508: CKO male3, Riboseq; Mus musculus; OTHER","Mus musculus","Illumina NovaSeq 6000","Molecular Genetics and Microbiology, Duke Universi","SRP375353","Identification of DDX3X-dependent translation targets in the E11.5 mouse cortex","SRS13013118","","2721.97","2","131146523","9967135748","GSM6153508","OTHER","TRANSCRIPTOMIC","other"
"SRX15281717","GSM6153507: CKO male2, Riboseq; Mus musculus; OTHER","Mus musculus","Illumina NovaSeq 6000","Molecular Genetics and Microbiology, Duke Universi","SRP375353","Identification of DDX3X-dependent translation targets in the E11.5 mouse cortex","SRS13013117","","2869.11","2","137970122","10485729272","GSM6153507","OTHER","TRANSCRIPTOMIC","other"
"SRX15281716","GSM6153506: CKO male1, Riboseq; Mus musculus; OTHER","Mus musculus","Illumina NovaSeq 6000","Molecular Genetics and Microbiology, Duke Universi","SRP375353","Identification of DDX3X-dependent translation targets in the E11.5 mouse cortex","SRS13013116","","2997.81","2","143623492","10915385392","GSM6153506","OTHER","TRANSCRIPTOMIC","other"
"SRX15281715","GSM6153505: CKO female3 Riboseq; Mus musculus; OTHER","Mus musculus","Illumina NovaSeq 6000","Molecular Genetics and Microbiology, Duke Universi","SRP375353","Identification of DDX3X-dependent translation targets in the E11.5 mouse cortex","SRS13013115","","2621.21","2","126687668","9628262768","GSM6153505","OTHER","TRANSCRIPTOMIC","other"
"SRX15281714","GSM6153504: CKO female2, Riboseq; Mus musculus; OTHER","Mus musculus","Illumina NovaSeq 6000","Molecular Genetics and Microbiology, Duke Universi","SRP375353","Identification of DDX3X-dependent translation targets in the E11.5 mouse cortex","SRS13013114","","2904.46","2","140073248","10645566848","GSM6153504","OTHER","TRANSCRIPTOMIC","other"
"SRX15281713","GSM6153503: CKO female1, Riboseq; Mus musculus; OTHER","Mus musculus","Illumina NovaSeq 6000","Molecular Genetics and Microbiology, Duke Universi","SRP375353","Identification of DDX3X-dependent translation targets in the E11.5 mouse cortex","SRS13013113","","2891.82","2","139477885","10600319260","GSM6153503","OTHER","TRANSCRIPTOMIC","other"
"SRX15281712","GSM6153502: control male3 RNAseq; Mus musculus; RNA-Seq","Mus musculus","Illumina NovaSeq 6000","Molecular Genetics and Microbiology, Duke Universi","SRP375353","Identification of DDX3X-dependent translation targets in the E11.5 mouse cortex","SRS13013112","","5712.14","2","59130172","17857311944","GSM6153502","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX15281711","GSM6153501: control male2 RNAseq; Mus musculus; RNA-Seq","Mus musculus","Illumina NovaSeq 6000","Molecular Genetics and Microbiology, Duke Universi","SRP375353","Identification of DDX3X-dependent translation targets in the E11.5 mouse cortex","SRS13013111","","5041.22","2","52418927","15830515954","GSM6153501","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX15281710","GSM6153500: control male1, RNAseq; Mus musculus; RNA-Seq","Mus musculus","Illumina NovaSeq 6000","Molecular Genetics and Microbiology, Duke Universi","SRP375353","Identification of DDX3X-dependent translation targets in the E11.5 mouse cortex","SRS13013110","","6250.91","2","64762084","19558149368","GSM6153500","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX15281709","GSM6153499: control female3, RNAseq; Mus musculus; RNA-Seq","Mus musculus","Illumina NovaSeq 6000","Molecular Genetics and Microbiology, Duke Universi","SRP375353","Identification of DDX3X-dependent translation targets in the E11.5 mouse cortex","SRS13013109","","5096.71","2","52863243","15964699386","GSM6153499","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX15281708","GSM6153498: control female2, RNAseq; Mus musculus; RNA-Seq","Mus musculus","Illumina NovaSeq 6000","Molecular Genetics and Microbiology, Duke Universi","SRP375353","Identification of DDX3X-dependent translation targets in the E11.5 mouse cortex","SRS13013108","","6568.43","2","68493889","20685154478","GSM6153498","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX15281707","GSM6153497: CKO male3, RNAseq; Mus musculus; RNA-Seq","Mus musculus","Illumina NovaSeq 6000","Molecular Genetics and Microbiology, Duke Universi","SRP375353","Identification of DDX3X-dependent translation targets in the E11.5 mouse cortex","SRS13013107","","6844.26","2","71145039","21485801778","GSM6153497","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX15281706","GSM6153496: CKO male2, RNAseq; Mus musculus; RNA-Seq","Mus musculus","Illumina NovaSeq 6000","Molecular Genetics and Microbiology, Duke Universi","SRP375353","Identification of DDX3X-dependent translation targets in the E11.5 mouse cortex","SRS13013106","","5064.22","2","52667718","15905650836","GSM6153496","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX15281705","GSM6153495: CKO male1, RNAseq; Mus musculus; RNA-Seq","Mus musculus","Illumina NovaSeq 6000","Molecular Genetics and Microbiology, Duke Universi","SRP375353","Identification of DDX3X-dependent translation targets in the E11.5 mouse cortex","SRS13013105","","5903","2","61403554","18543873308","GSM6153495","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX15281704","GSM6153494: CKO female3, RNAseq; Mus musculus; RNA-Seq","Mus musculus","Illumina NovaSeq 6000","Molecular Genetics and Microbiology, Duke Universi","SRP375353","Identification of DDX3X-dependent translation targets in the E11.5 mouse cortex","SRS13013104","","6134.13","2","64007982","19330410564","GSM6153494","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX15281703","GSM6153493: CKO female2, RNAseq; Mus musculus; RNA-Seq","Mus musculus","Illumina NovaSeq 6000","Molecular Genetics and Microbiology, Duke Universi","SRP375353","Identification of DDX3X-dependent translation targets in the E11.5 mouse cortex","SRS13013103","","3527.07","2","36454931","11009389162","GSM6153493","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX15281702","GSM6153492: CKO female1, RNAseq; Mus musculus; RNA-Seq","Mus musculus","Illumina NovaSeq 6000","Molecular Genetics and Microbiology, Duke Universi","SRP375353","Identification of DDX3X-dependent translation targets in the E11.5 mouse cortex","SRS13013102","","3981.4","2","41421375","12509255250","GSM6153492","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX13261638","GSM5708612: RNASeq_KO3; Mus musculus; RNA-Seq","Mus musculus","Illumina HiSeq 2500","Epitranscriptomics and RNA Dynamics, Center for Ge","SRP348610","Ribo-Seq and RNA-seq sequencing of WT and Rpl3l-/- mouse hearts","SRS11183550","","467.37","1","20334090","1016704500","GSM5708612","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX13261637","GSM5708611: RNASeq_KO2; Mus musculus; RNA-Seq","Mus musculus","Illumina HiSeq 2500","Epitranscriptomics and RNA Dynamics, Center for Ge","SRP348610","Ribo-Seq and RNA-seq sequencing of WT and Rpl3l-/- mouse hearts","SRS11183549","","500.03","1","21591482","1079574100","GSM5708611","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX13261636","GSM5708610: RNASeq_KO1; Mus musculus; RNA-Seq","Mus musculus","Illumina HiSeq 2500","Epitranscriptomics and RNA Dynamics, Center for Ge","SRP348610","Ribo-Seq and RNA-seq sequencing of WT and Rpl3l-/- mouse hearts","SRS11183548","","394.26","1","16911370","845568500","GSM5708610","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX13261635","GSM5708609: RNASeq_WT3; Mus musculus; RNA-Seq","Mus musculus","Illumina HiSeq 2500","Epitranscriptomics and RNA Dynamics, Center for Ge","SRP348610","Ribo-Seq and RNA-seq sequencing of WT and Rpl3l-/- mouse hearts","SRS11183547","","483.13","1","20605144","1030257200","GSM5708609","RNA-Seq","TRANSCRIPTOMIC","cDNA"
