"Experiment Accession","Experiment Title","Organism Name","Instrument","Submitter","Study Accession","Study Title","Sample Accession","Sample Title","Total Size, Mb","Total RUNs","Total Spots","Total Bases","Library Name","Library Strategy","Library Source","Library Selection"
"ERX3720832","Illumina HiSeq 4000 sequencing; A study on common carp gene expression response to cooling stress using Ribo-Seq","Cyprinus carpio","Illumina HiSeq 4000","CGR, Institute of Integrative Biology, The Univers","ERP118801","A study on common carp gene expression response to cooling stress using Ribo-Seq","ERS4138850","","309.4","1","23779421","689233420","Sample 78_s","OTHER","TRANSCRIPTOMIC","size fractionation"
"ERX3720831","Illumina HiSeq 4000 sequencing; A study on common carp gene expression response to cooling stress using Ribo-Seq","Cyprinus carpio","Illumina HiSeq 4000","CGR, Institute of Integrative Biology, The Univers","ERP118801","A study on common carp gene expression response to cooling stress using Ribo-Seq","ERS4138849","","265.92","1","20226114","616718615","Sample 77_s","OTHER","TRANSCRIPTOMIC","size fractionation"
"ERX3720830","Illumina HiSeq 4000 sequencing; A study on common carp gene expression response to cooling stress using Ribo-Seq","Cyprinus carpio","Illumina HiSeq 4000","CGR, Institute of Integrative Biology, The Univers","ERP118801","A study on common carp gene expression response to cooling stress using Ribo-Seq","ERS4138848","","429.26","1","32198397","963908528","Sample 76_s","OTHER","TRANSCRIPTOMIC","size fractionation"
"ERX3720829","Illumina HiSeq 4000 sequencing; A study on common carp gene expression response to cooling stress using Ribo-Seq","Cyprinus carpio","Illumina HiSeq 4000","CGR, Institute of Integrative Biology, The Univers","ERP118801","A study on common carp gene expression response to cooling stress using Ribo-Seq","ERS4138847","","350.07","1","26316429","809512519","Sample 75_s","OTHER","TRANSCRIPTOMIC","size fractionation"
"ERX3720828","Illumina HiSeq 4000 sequencing; A study on common carp gene expression response to cooling stress using Ribo-Seq","Cyprinus carpio","Illumina HiSeq 4000","CGR, Institute of Integrative Biology, The Univers","ERP118801","A study on common carp gene expression response to cooling stress using Ribo-Seq","ERS4138846","","334.75","1","25183234","757555669","Sample 74_s","OTHER","TRANSCRIPTOMIC","size fractionation"
"ERX3720827","Illumina HiSeq 4000 sequencing; A study on common carp gene expression response to cooling stress using Ribo-Seq","Cyprinus carpio","Illumina HiSeq 4000","CGR, Institute of Integrative Biology, The Univers","ERP118801","A study on common carp gene expression response to cooling stress using Ribo-Seq","ERS4138845","","429.66","1","33518181","999972060","Sample 73_s","OTHER","TRANSCRIPTOMIC","size fractionation"
"ERX3720826","Illumina HiSeq 4000 sequencing; A study on common carp gene expression response to cooling stress using Ribo-Seq","Cyprinus carpio","Illumina HiSeq 4000","CGR, Institute of Integrative Biology, The Univers","ERP118801","A study on common carp gene expression response to cooling stress using Ribo-Seq","ERS4138844","","354.21","1","26742464","826432429","Sample 72_s","OTHER","TRANSCRIPTOMIC","size fractionation"
"ERX3720825","Illumina HiSeq 4000 sequencing; A study on common carp gene expression response to cooling stress using Ribo-Seq","Cyprinus carpio","Illumina HiSeq 4000","CGR, Institute of Integrative Biology, The Univers","ERP118801","A study on common carp gene expression response to cooling stress using Ribo-Seq","ERS4138843","","391.45","1","31588818","884249604","Sample 71_s","OTHER","TRANSCRIPTOMIC","size fractionation"
"ERX3720824","Illumina HiSeq 4000 sequencing; A study on common carp gene expression response to cooling stress using Ribo-Seq","Cyprinus carpio","Illumina HiSeq 4000","CGR, Institute of Integrative Biology, The Univers","ERP118801","A study on common carp gene expression response to cooling stress using Ribo-Seq","ERS4138842","","520.81","1","40730623","1183627331","Sample 70_s","OTHER","TRANSCRIPTOMIC","size fractionation"
"ERX3720823","Illumina HiSeq 4000 sequencing; A study on common carp gene expression response to cooling stress using Ribo-Seq","Cyprinus carpio","Illumina HiSeq 4000","CGR, Institute of Integrative Biology, The Univers","ERP118801","A study on common carp gene expression response to cooling stress using Ribo-Seq","ERS4138841","","350.51","1","29846681","818226042","Sample 64_s","OTHER","TRANSCRIPTOMIC","size fractionation"
"ERX3720822","Illumina HiSeq 4000 sequencing; A study on common carp gene expression response to cooling stress using Ribo-Seq","Cyprinus carpio","Illumina HiSeq 4000","CGR, Institute of Integrative Biology, The Univers","ERP118801","A study on common carp gene expression response to cooling stress using Ribo-Seq","ERS4138840","","364.18","1","27697261","816621971","Sample 63_s","OTHER","TRANSCRIPTOMIC","size fractionation"
"ERX3720821","Illumina HiSeq 4000 sequencing; A study on common carp gene expression response to cooling stress using Ribo-Seq","Cyprinus carpio","Illumina HiSeq 4000","CGR, Institute of Integrative Biology, The Univers","ERP118801","A study on common carp gene expression response to cooling stress using Ribo-Seq","ERS4138839","","320.23","1","25901604","716546394","Sample 62_s","OTHER","TRANSCRIPTOMIC","size fractionation"
"ERX3720820","Illumina HiSeq 4000 sequencing; A study on common carp gene expression response to cooling stress using Ribo-Seq","Cyprinus carpio","Illumina HiSeq 4000","CGR, Institute of Integrative Biology, The Univers","ERP118801","A study on common carp gene expression response to cooling stress using Ribo-Seq","ERS4138838","","409.31","1","32716338","977327228","Sample 61_s","OTHER","TRANSCRIPTOMIC","size fractionation"
"ERX3720819","Illumina HiSeq 4000 sequencing; A study on common carp gene expression response to cooling stress using Ribo-Seq","Cyprinus carpio","Illumina HiSeq 4000","CGR, Institute of Integrative Biology, The Univers","ERP118801","A study on common carp gene expression response to cooling stress using Ribo-Seq","ERS4138837","","512.17","1","40062250","1158068060","Sample 60_s","OTHER","TRANSCRIPTOMIC","size fractionation"
"ERX3720818","Illumina HiSeq 4000 sequencing; A study on common carp gene expression response to cooling stress using Ribo-Seq","Cyprinus carpio","Illumina HiSeq 4000","CGR, Institute of Integrative Biology, The Univers","ERP118801","A study on common carp gene expression response to cooling stress using Ribo-Seq","ERS4138836","","282.93","1","22341196","634792890","Sample 59_s","OTHER","TRANSCRIPTOMIC","size fractionation"
"ERX3720817","Illumina HiSeq 4000 sequencing; A study on common carp gene expression response to cooling stress using Ribo-Seq","Cyprinus carpio","Illumina HiSeq 4000","CGR, Institute of Integrative Biology, The Univers","ERP118801","A study on common carp gene expression response to cooling stress using Ribo-Seq","ERS4138835","","356.29","1","27612970","812929261","Sample 58_s","OTHER","TRANSCRIPTOMIC","size fractionation"
"ERX3720816","Illumina HiSeq 4000 sequencing; A study on common carp gene expression response to cooling stress using Ribo-Seq","Cyprinus carpio","Illumina HiSeq 4000","CGR, Institute of Integrative Biology, The Univers","ERP118801","A study on common carp gene expression response to cooling stress using Ribo-Seq","ERS4138834","","234.76","1","18227036","527418814","Sample 57_s","OTHER","TRANSCRIPTOMIC","size fractionation"
"ERX3720815","Illumina HiSeq 4000 sequencing; A study on common carp gene expression response to cooling stress using Ribo-Seq","Cyprinus carpio","Illumina HiSeq 4000","CGR, Institute of Integrative Biology, The Univers","ERP118801","A study on common carp gene expression response to cooling stress using Ribo-Seq","ERS4138833","","499.13","1","37114994","1138406707","Sample 56_s","OTHER","TRANSCRIPTOMIC","size fractionation"
"ERX3720814","Illumina HiSeq 4000 sequencing; A study on common carp gene expression response to cooling stress using Ribo-Seq","Cyprinus carpio","Illumina HiSeq 4000","CGR, Institute of Integrative Biology, The Univers","ERP118801","A study on common carp gene expression response to cooling stress using Ribo-Seq","ERS4138832","","227.63","1","17853455","510031497","Sample 55_s","OTHER","TRANSCRIPTOMIC","size fractionation"
"ERX3720813","Illumina HiSeq 4000 sequencing; A study on common carp gene expression response to cooling stress using Ribo-Seq","Cyprinus carpio","Illumina HiSeq 4000","CGR, Institute of Integrative Biology, The Univers","ERP118801","A study on common carp gene expression response to cooling stress using Ribo-Seq","ERS4138831","","389.89","1","30673923","866107548","Sample 54_s","OTHER","TRANSCRIPTOMIC","size fractionation"
"ERX3720812","Illumina HiSeq 4000 sequencing; A study on common carp gene expression response to cooling stress using Ribo-Seq","Cyprinus carpio","Illumina HiSeq 4000","CGR, Institute of Integrative Biology, The Univers","ERP118801","A study on common carp gene expression response to cooling stress using Ribo-Seq","ERS4138830","","327.72","1","26573867","737397591","Sample 53_s","OTHER","TRANSCRIPTOMIC","size fractionation"
"ERX3720811","Illumina HiSeq 4000 sequencing; A study on common carp gene expression response to cooling stress using Ribo-Seq","Cyprinus carpio","Illumina HiSeq 4000","CGR, Institute of Integrative Biology, The Univers","ERP118801","A study on common carp gene expression response to cooling stress using Ribo-Seq","ERS4138829","","649.74","1","53975894","1551448463","Sample 52_s","OTHER","TRANSCRIPTOMIC","size fractionation"
"ERX3720810","Illumina HiSeq 4000 sequencing; A study on common carp gene expression response to cooling stress using Ribo-Seq","Cyprinus carpio","Illumina HiSeq 4000","CGR, Institute of Integrative Biology, The Univers","ERP118801","A study on common carp gene expression response to cooling stress using Ribo-Seq","ERS4138828","","581.86","1","47158283","1437306715","Sample 51_s","OTHER","TRANSCRIPTOMIC","size fractionation"
"ERX3720809","Illumina HiSeq 4000 sequencing; A study on common carp gene expression response to cooling stress using Ribo-Seq","Cyprinus carpio","Illumina HiSeq 4000","CGR, Institute of Integrative Biology, The Univers","ERP118801","A study on common carp gene expression response to cooling stress using Ribo-Seq","ERS4138827","","473.25","1","40479111","1132098641","Sample 50_s","OTHER","TRANSCRIPTOMIC","size fractionation"
"ERX3720808","Illumina HiSeq 4000 sequencing; A study on common carp gene expression response to cooling stress using Ribo-Seq","Cyprinus carpio","Illumina HiSeq 4000","CGR, Institute of Integrative Biology, The Univers","ERP118801","A study on common carp gene expression response to cooling stress using Ribo-Seq","ERS4138826","","456.72","1","35474708","1042476073","Sample 49_s","OTHER","TRANSCRIPTOMIC","size fractionation"
"ERX3720807","Illumina HiSeq 4000 sequencing; A study on common carp gene expression response to cooling stress using Ribo-Seq","Cyprinus carpio","Illumina HiSeq 4000","CGR, Institute of Integrative Biology, The Univers","ERP118801","A study on common carp gene expression response to cooling stress using Ribo-Seq","ERS4138825","","648.64","1","54960530","1550159757","Sample 48_s","OTHER","TRANSCRIPTOMIC","size fractionation"
"ERX3720806","Illumina HiSeq 4000 sequencing; A study on common carp gene expression response to cooling stress using Ribo-Seq","Cyprinus carpio","Illumina HiSeq 4000","CGR, Institute of Integrative Biology, The Univers","ERP118801","A study on common carp gene expression response to cooling stress using Ribo-Seq","ERS4138824","","549.69","1","44035490","1258921658","Sample 47_s","OTHER","TRANSCRIPTOMIC","size fractionation"
"ERX3720805","Illumina HiSeq 4000 sequencing; A study on common carp gene expression response to cooling stress using Ribo-Seq","Cyprinus carpio","Illumina HiSeq 4000","CGR, Institute of Integrative Biology, The Univers","ERP118801","A study on common carp gene expression response to cooling stress using Ribo-Seq","ERS4138823","","825.88","1","67848693","1942289211","Sample 46_s","OTHER","TRANSCRIPTOMIC","size fractionation"
"ERX3720804","Illumina HiSeq 4000 sequencing; A study on common carp gene expression response to cooling stress using Ribo-Seq","Cyprinus carpio","Illumina HiSeq 4000","CGR, Institute of Integrative Biology, The Univers","ERP118801","A study on common carp gene expression response to cooling stress using Ribo-Seq","ERS4138822","","325.09","1","25729335","729157980","Sample 45_s","OTHER","TRANSCRIPTOMIC","size fractionation"
"ERX3720803","Illumina HiSeq 4000 sequencing; A study on common carp gene expression response to cooling stress using Ribo-Seq","Cyprinus carpio","Illumina HiSeq 4000","CGR, Institute of Integrative Biology, The Univers","ERP118801","A study on common carp gene expression response to cooling stress using Ribo-Seq","ERS4138821","","261","1","21118130","625005772","Sample 44_s","OTHER","TRANSCRIPTOMIC","size fractionation"
"ERX3720802","Illumina HiSeq 4000 sequencing; A study on common carp gene expression response to cooling stress using Ribo-Seq","Cyprinus carpio","Illumina HiSeq 4000","CGR, Institute of Integrative Biology, The Univers","ERP118801","A study on common carp gene expression response to cooling stress using Ribo-Seq","ERS4138820","","689.74","1","53665797","1609515807","Sample 43_s","OTHER","TRANSCRIPTOMIC","size fractionation"
"ERX3720801","Illumina HiSeq 4000 sequencing; A study on common carp gene expression response to cooling stress using Ribo-Seq","Cyprinus carpio","Illumina HiSeq 4000","CGR, Institute of Integrative Biology, The Univers","ERP118801","A study on common carp gene expression response to cooling stress using Ribo-Seq","ERS4138819","","550.31","1","43461899","1255768421","Sample 42_s","OTHER","TRANSCRIPTOMIC","size fractionation"
"ERX3720800","Illumina HiSeq 4000 sequencing; A study on common carp gene expression response to cooling stress using Ribo-Seq","Cyprinus carpio","Illumina HiSeq 4000","CGR, Institute of Integrative Biology, The Univers","ERP118801","A study on common carp gene expression response to cooling stress using Ribo-Seq","ERS4138818","","445.77","1","37885334","1070517039","Sample 41_s","OTHER","TRANSCRIPTOMIC","size fractionation"
"ERX3720799","Illumina HiSeq 4000 sequencing; A study on common carp gene expression response to cooling stress using Ribo-Seq","Cyprinus carpio","Illumina HiSeq 4000","CGR, Institute of Integrative Biology, The Univers","ERP118801","A study on common carp gene expression response to cooling stress using Ribo-Seq","ERS4138817","","428.02","1","33663423","988288790","Sample 40_s","OTHER","TRANSCRIPTOMIC","size fractionation"
"ERX3720798","Illumina HiSeq 4000 sequencing; A study on common carp gene expression response to cooling stress using Ribo-Seq","Cyprinus carpio","Illumina HiSeq 4000","CGR, Institute of Integrative Biology, The Univers","ERP118801","A study on common carp gene expression response to cooling stress using Ribo-Seq","ERS4138816","","216.28","1","17470515","480458825","Sample 34_s","OTHER","TRANSCRIPTOMIC","size fractionation"
"ERX3720797","Illumina HiSeq 4000 sequencing; A study on common carp gene expression response to cooling stress using Ribo-Seq","Cyprinus carpio","Illumina HiSeq 4000","CGR, Institute of Integrative Biology, The Univers","ERP118801","A study on common carp gene expression response to cooling stress using Ribo-Seq","ERS4138815","","371.03","1","30550751","846096111","Sample 33_s","OTHER","TRANSCRIPTOMIC","size fractionation"
"ERX3720796","Illumina HiSeq 4000 sequencing; A study on common carp gene expression response to cooling stress using Ribo-Seq","Cyprinus carpio","Illumina HiSeq 4000","CGR, Institute of Integrative Biology, The Univers","ERP118801","A study on common carp gene expression response to cooling stress using Ribo-Seq","ERS4138814","","298.69","1","23584044","669247483","Sample 32_s","OTHER","TRANSCRIPTOMIC","size fractionation"
"ERX3720795","Illumina HiSeq 4000 sequencing; A study on common carp gene expression response to cooling stress using Ribo-Seq","Cyprinus carpio","Illumina HiSeq 4000","CGR, Institute of Integrative Biology, The Univers","ERP118801","A study on common carp gene expression response to cooling stress using Ribo-Seq","ERS4138813","","383.12","1","30454166","871332488","Sample 31_s","OTHER","TRANSCRIPTOMIC","size fractionation"
"ERX3720794","Illumina HiSeq 4000 sequencing; A study on common carp gene expression response to cooling stress using Ribo-Seq","Cyprinus carpio","Illumina HiSeq 4000","CGR, Institute of Integrative Biology, The Univers","ERP118801","A study on common carp gene expression response to cooling stress using Ribo-Seq","ERS4138812","","624.69","1","50412650","1461349059","Sample 30_s","OTHER","TRANSCRIPTOMIC","size fractionation"
"ERX3720793","Illumina HiSeq 4000 sequencing; A study on common carp gene expression response to cooling stress using Ribo-Seq","Cyprinus carpio","Illumina HiSeq 4000","CGR, Institute of Integrative Biology, The Univers","ERP118801","A study on common carp gene expression response to cooling stress using Ribo-Seq","ERS4138811","","236.99","1","18921967","529463111","Sample 29_s","OTHER","TRANSCRIPTOMIC","size fractionation"
"ERX3720792","Illumina HiSeq 4000 sequencing; A study on common carp gene expression response to cooling stress using Ribo-Seq","Cyprinus carpio","Illumina HiSeq 4000","CGR, Institute of Integrative Biology, The Univers","ERP118801","A study on common carp gene expression response to cooling stress using Ribo-Seq","ERS4138810","","243.25","1","19106547","535961066","Sample 28_s","OTHER","TRANSCRIPTOMIC","size fractionation"
"ERX3720791","Illumina HiSeq 4000 sequencing; A study on common carp gene expression response to cooling stress using Ribo-Seq","Cyprinus carpio","Illumina HiSeq 4000","CGR, Institute of Integrative Biology, The Univers","ERP118801","A study on common carp gene expression response to cooling stress using Ribo-Seq","ERS4138809","","518.52","1","41336346","1198502482","Sample 27_s","OTHER","TRANSCRIPTOMIC","size fractionation"
