Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,source_name,GEO_Accession (exp),Library Name,TISSUE,Strain,Cell_type,Cell_line,TREATMENT,Age,Genotype,ENA-FIRST-PUBLIC (run),ENA-FIRST-PUBLIC,ENA-LAST-UPDATE (run),ENA-LAST-UPDATE,External_Id,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Sample_Name,Submitter_Id,common_name,Broker_name,sex,BioSampleModel,molecule_subtype,REPLICATE,Organism_part,disease,Fraction,infect,inhibitors,internal_animal_id,Cultivar,Developmental_stage,Experimental_Factor:_infect (exp),sirna,Isolate,protocol,TIME_POINT,dev_stage,injection_route,SAMPLE_TYPE,BIOMATERIAL_PROVIDER,Experimental_Factor:_genotype (exp),rna_processing,sequencing_protocol,assay,Biological_Repeat,compound,Experimental_Factor:_protocol (exp),experiment_type,LINE,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,molecule_type,analyte_type,biospecimen_repository,biospecimen_repository_sample_id,body_site,Consent_Code,Ecotype,gap_accession,study_design,study_name,subject_is_affected,submitted_subject_id,BREED,Experimental_Factor:_compound (exp),Experimental_Factor:_MHV-A59 (exp),Experimental_Factor:_cycloheximide (exp),stress_type,agent,study_disease,growth_condition,rna_fraction,spike-in,oldname,tissue_source,genotype/variation,AssemblyName,BioSample_ID,Clone,collected_by,gender,rpl10_form,disease_stage,ethinicity,Collection_Date,Experimental_Factor:_1 (exp),Experimental_Factor:_harringtonine_+_cycloheximide (exp),cell_subtype,environmental_history,Experimental_Factor:_8 (exp),Experimental_Factor:_Mock (exp),Experimental_Factor:_sampling_time_point (exp),Molecule,profiling,rna_population,sample_treatment,Stage,strategy,viral_strain,assay_type,assay_types,genetic_modification,substrain,Day,library_strategy,Experimental_Factor:_dose (exp),experimental_factor:_infection,stimulation,transduced,assayed_molecule,Experimental_Factor:_stimulus (exp),Experimental_Factor:_strain (exp),HOST,Isolation_Source,Replicates,Replication,treatment_of_lysate
SRR16097937,RNA-Seq,300,8368624800,PRJNA767014,SAMN21880098,2676092115,GEO,public,"run.zq,sra,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX12384004,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-07-25T00:00:00Z,2021-09-28T14:26:00Z,1,GSM5600238,SRP339104,Primary CD4 T cells,GSM5600238,,spleen,C57BL/6,,primary CD4 T cells,Anti-CD3(5ug/ml)/CD28(2ug/ml),8 weeks,wild type,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR16097938,RNA-Seq,300,6912804900,PRJNA767014,SAMN21880099,2212142817,GEO,public,"sra,fastq,run.zq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX12384005,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-07-25T00:00:00Z,2021-09-28T14:02:00Z,1,GSM5600239,SRP339104,Primary CD4 T cells,GSM5600239,,spleen,C57BL/6,,primary CD4 T cells,Anti-CD3(5ug/ml)/CD28(2ug/ml),8 weeks,wild type,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR16097939,RNA-Seq,300,6923645700,PRJNA767014,SAMN21880100,2295224526,GEO,public,"run.zq,sra,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX12384006,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-07-25T00:00:00Z,2021-09-28T13:54:00Z,1,GSM5600240,SRP339104,Primary CD4 T cells,GSM5600240,,spleen,C57BL/6,,primary CD4 T cells,Anti-CD3(5ug/ml)/CD28(2ug/ml),8 weeks,Trmt61a cKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR16097940,RNA-Seq,300,6829464900,PRJNA767014,SAMN21880101,2164985920,GEO,public,"run.zq,sra,fastq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX12384007,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-07-25T00:00:00Z,2021-09-28T14:03:00Z,1,GSM5600241,SRP339104,Primary CD4 T cells,GSM5600241,,spleen,C57BL/6,,primary CD4 T cells,Anti-CD3(5ug/ml)/CD28(2ug/ml),8 weeks,Trmt61a cKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR16097941,RNA-Seq,300,7126701000,PRJNA767014,SAMN21880102,2238133143,GEO,public,"fastq,sra,run.zq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX12384008,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-07-25T00:00:00Z,2021-09-28T14:06:00Z,1,GSM5600242,SRP339104,Primary CD4 T cells,GSM5600242,,spleen,C57BL/6,,primary CD4 T cells,Anti-CD3(5ug/ml)/CD28(2ug/ml),8 weeks,Trmt61a cKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR16097942,RNA-Seq,300,6897462600,PRJNA767014,SAMN21880103,2169216706,GEO,public,"fastq,sra,run.zq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX12384009,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-07-25T00:00:00Z,2021-09-28T14:04:00Z,1,GSM5600243,SRP339104,Primary CD4 T cells,GSM5600243,,spleen,C57BL/6,,primary CD4 T cells,Anti-CD3(5ug/ml)/CD28(2ug/ml),8 weeks,Trmt61a cKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR16097943,RNA-Seq,300,7028925600,PRJNA767014,SAMN21880104,2203397571,GEO,public,"fastq,sra,run.zq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX12384010,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-07-25T00:00:00Z,2021-09-28T14:09:00Z,1,GSM5600244,SRP339104,Primary CD4 T cells,GSM5600244,,spleen,C57BL/6,,primary CD4 T cells,Anti-CD3(5ug/ml)/CD28(2ug/ml),8 weeks,Trmt61a cKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR16097944,RNA-Seq,300,7162510500,PRJNA767014,SAMN21880105,2257345879,GEO,public,"fastq,run.zq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX12384011,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-07-25T00:00:00Z,2021-09-28T14:09:00Z,1,GSM5600245,SRP339104,Primary CD4 T cells,GSM5600245,,spleen,C57BL/6,,primary CD4 T cells,Anti-CD3(5ug/ml)/CD28(2ug/ml),8 weeks,Trmt61a cKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR16097945,RNA-Seq,300,7210076700,PRJNA767014,SAMN21880106,2305580971,GEO,public,"fastq,run.zq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX12384012,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-07-25T00:00:00Z,2021-09-28T14:10:00Z,1,GSM5600246,SRP339104,Primary CD4 T cells,GSM5600246,,spleen,C57BL/6,,primary CD4 T cells,Anti-CD3(5ug/ml)/CD28(2ug/ml),8 weeks,Trmt61a cKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR16097946,RNA-Seq,300,6795305700,PRJNA767014,SAMN21880107,2173729471,GEO,public,"fastq,sra,run.zq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX12384013,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-07-25T00:00:00Z,2021-09-28T14:08:00Z,1,GSM5600247,SRP339104,Primary CD4 T cells,GSM5600247,,spleen,C57BL/6,,primary CD4 T cells,Anti-CD3(5ug/ml)/CD28(2ug/ml),8 weeks,Trmt61a cKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR16097951,OTHER,300,1426359600,PRJNA767014,SAMN21880082,567290464,GEO,public,"sra,run.zq,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX12384018,BGISEQ-500,PAIRED,other,TRANSCRIPTOMIC,Mus musculus,BGISEQ,2022-07-25T00:00:00Z,2021-09-28T13:00:00Z,1,GSM5600252,SRP339104,Primary CD4 T cells,GSM5600252,,spleen,C57BL/6,,primary CD4 T cells,Anti-CD3(5ug/ml)/CD28(2ug/ml),8 weeks,wild type,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR16097952,OTHER,300,1585023000,PRJNA767014,SAMN21880083,627498216,GEO,public,"fastq,run.zq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX12384019,BGISEQ-500,PAIRED,other,TRANSCRIPTOMIC,Mus musculus,BGISEQ,2022-07-25T00:00:00Z,2021-09-28T12:54:00Z,1,GSM5600253,SRP339104,Primary CD4 T cells,GSM5600253,,spleen,C57BL/6,,primary CD4 T cells,Anti-CD3(5ug/ml)/CD28(2ug/ml),8 weeks,wild type,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR16097953,OTHER,300,1366552500,PRJNA767014,SAMN21880084,538812738,GEO,public,"run.zq,sra,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX12384020,BGISEQ-500,PAIRED,other,TRANSCRIPTOMIC,Mus musculus,BGISEQ,2022-07-25T00:00:00Z,2021-09-28T12:57:00Z,1,GSM5600254,SRP339104,Primary CD4 T cells,GSM5600254,,spleen,C57BL/6,,primary CD4 T cells,Anti-CD3(5ug/ml)/CD28(2ug/ml),8 weeks,Trmt61a cKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR16097954,OTHER,300,1234615500,PRJNA767014,SAMN21880085,489974605,GEO,public,"sra,fastq,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX12384021,BGISEQ-500,PAIRED,other,TRANSCRIPTOMIC,Mus musculus,BGISEQ,2022-07-25T00:00:00Z,2021-09-28T12:57:00Z,1,GSM5600255,SRP339104,Primary CD4 T cells,GSM5600255,,spleen,C57BL/6,,primary CD4 T cells,Anti-CD3(5ug/ml)/CD28(2ug/ml),8 weeks,Trmt61a cKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR16097955,OTHER,300,1936138200,PRJNA767014,SAMN21880086,774959932,GEO,public,"fastq,run.zq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX12384022,BGISEQ-500,PAIRED,other,TRANSCRIPTOMIC,Mus musculus,BGISEQ,2022-07-25T00:00:00Z,2021-09-28T13:06:00Z,1,GSM5600256,SRP339104,Primary CD4 T cells,GSM5600256,,spleen,C57BL/6,,primary CD4 T cells,Anti-CD3(5ug/ml)/CD28(2ug/ml),8 weeks,wild type,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR16097956,OTHER,300,2263605600,PRJNA767014,SAMN21880087,907345688,GEO,public,"fastq,run.zq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX12384023,BGISEQ-500,PAIRED,other,TRANSCRIPTOMIC,Mus musculus,BGISEQ,2022-07-25T00:00:00Z,2021-09-28T13:11:00Z,1,GSM5600257,SRP339104,Primary CD4 T cells,GSM5600257,,spleen,C57BL/6,,primary CD4 T cells,Anti-CD3(5ug/ml)/CD28(2ug/ml),8 weeks,wild type,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR16097957,OTHER,300,2198040300,PRJNA767014,SAMN21880088,870066858,GEO,public,"fastq,sra,run.zq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX12384024,BGISEQ-500,PAIRED,other,TRANSCRIPTOMIC,Mus musculus,BGISEQ,2022-07-25T00:00:00Z,2021-09-28T13:08:00Z,1,GSM5600258,SRP339104,Primary CD4 T cells,GSM5600258,,spleen,C57BL/6,,primary CD4 T cells,Anti-CD3(5ug/ml)/CD28(2ug/ml),8 weeks,Trmt61a cKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR16097958,OTHER,300,1885938900,PRJNA767014,SAMN21880089,754570253,GEO,public,"run.zq,sra,fastq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX12384025,BGISEQ-500,PAIRED,other,TRANSCRIPTOMIC,Mus musculus,BGISEQ,2022-07-25T00:00:00Z,2021-09-28T13:02:00Z,1,GSM5600259,SRP339104,Primary CD4 T cells,GSM5600259,,spleen,C57BL/6,,primary CD4 T cells,Anti-CD3(5ug/ml)/CD28(2ug/ml),8 weeks,Trmt61a cKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR17073135,RNA-Seq,50,1016704500,PRJNA784790,SAMN23509849,490074170,"EPITRANSCRIPTOMICS AND RNA DYNAMICS, CENTER FOR GENOMIC REGULATION",public,"run.zq,sra,fastq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX13261638,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-05-16T00:00:00Z,2021-11-30T11:24:00Z,1,GSM5708612,SRP348610,Adult heart,,GSM5708612,,,,,,,Rpl3l-/-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR17073137,RNA-Seq,50,845568500,PRJNA784790,SAMN23509851,413407249,"EPITRANSCRIPTOMICS AND RNA DYNAMICS, CENTER FOR GENOMIC REGULATION",public,"fastq,sra,run.zq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX13261636,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-05-16T00:00:00Z,2021-11-30T11:23:00Z,1,GSM5708610,SRP348610,Adult heart,,GSM5708610,,,,,,,Rpl3l-/-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR17073138,RNA-Seq,50,1030257200,PRJNA784790,SAMN23509852,506598174,"EPITRANSCRIPTOMICS AND RNA DYNAMICS, CENTER FOR GENOMIC REGULATION",public,"sra,run.zq,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX13261635,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-05-16T00:00:00Z,2021-11-30T11:24:00Z,1,GSM5708609,SRP348610,Adult heart,,GSM5708609,,,,,,,WT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR17073139,RNA-Seq,50,1198590400,PRJNA784790,SAMN23509853,582073277,"EPITRANSCRIPTOMICS AND RNA DYNAMICS, CENTER FOR GENOMIC REGULATION",public,"run.zq,fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX13261634,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-05-16T00:00:00Z,2021-11-30T11:26:00Z,1,GSM5708608,SRP348610,Adult heart,,GSM5708608,,,,,,,WT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR17073140,RNA-Seq,50,1206099850,PRJNA784790,SAMN23509854,586750045,"EPITRANSCRIPTOMICS AND RNA DYNAMICS, CENTER FOR GENOMIC REGULATION",public,"sra,run.zq,fastq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX13261633,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-05-16T00:00:00Z,2021-11-30T11:25:00Z,1,GSM5708607,SRP348610,Adult heart,,GSM5708607,,,,,,,WT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR17073141,RNA-Seq,50,1833644350,PRJNA784790,SAMN23509855,804530827,"EPITRANSCRIPTOMICS AND RNA DYNAMICS, CENTER FOR GENOMIC REGULATION",public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX13261632,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-05-16T00:00:00Z,2021-11-30T11:29:00Z,1,GSM5708606,SRP348610,Adult heart,,GSM5708606,,,,,,,Rpl3l-/-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR17073142,RNA-Seq,50,1970363300,PRJNA784790,SAMN23509856,840759579,"EPITRANSCRIPTOMICS AND RNA DYNAMICS, CENTER FOR GENOMIC REGULATION",public,"sra,fastq,run.zq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX13261631,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-05-16T00:00:00Z,2021-11-30T11:30:00Z,1,GSM5708605,SRP348610,Adult heart,,GSM5708605,,,,,,,Rpl3l-/-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR17073143,RNA-Seq,50,3241120150,PRJNA784790,SAMN23509857,1434410882,"EPITRANSCRIPTOMICS AND RNA DYNAMICS, CENTER FOR GENOMIC REGULATION",public,"fastq,sra,run.zq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX13261630,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-05-16T00:00:00Z,2021-11-30T11:38:00Z,1,GSM5708604,SRP348610,Adult heart,,GSM5708604,,,,,,,Rpl3l-/-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR17073144,RNA-Seq,50,1941788300,PRJNA784790,SAMN23509858,849314136,"EPITRANSCRIPTOMICS AND RNA DYNAMICS, CENTER FOR GENOMIC REGULATION",public,"run.zq,sra,fastq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX13261629,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-05-16T00:00:00Z,2021-11-30T11:34:00Z,1,GSM5708603,SRP348610,Adult heart,,GSM5708603,,,,,,,WT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR6441333,OTHER,65,13920615800,PRJNA428523,SAMN08294356,4661866473,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3532657,Illumina HiSeq 2500,SINGLE,other,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2018-04-04T00:00:00Z,2018-01-04T17:41:00Z,1,GSM2913107,SRP128059,Whole cell extract,GSM2913107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR6441334,OTHER,65,12853514245,PRJNA428523,SAMN08294355,4362974965,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3532658,Illumina HiSeq 2500,SINGLE,other,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2018-04-04T00:00:00Z,2018-01-04T17:19:00Z,1,GSM2913108,SRP128059,Whole cell extract,GSM2913108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR2681847,OTHER,51,4128272928,PRJEB27604,SAMEA4776571,2177183074,Villu Kasari,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX2696678,Illumina HiSeq 2500,SINGLE,other,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2018-11-11T00:00:00Z,2022-07-17T11:35:00Z,2,SAMEA4776571,ERP109708,,,new1_KO_riboseq_S4_s,,BY derivative,,,,,NEW1 knockout,2018-11-10,2018-11-10,2018-11-16,2018-07-04,SAMEA4776571,Postdoc,Postdoc,2018-11-10T17:02:15Z,2018-07-04T09:44:06Z,public,E-MTAB-6963:new1_KO_riboseq_S4,E-MTAB-6963:new1_KO_riboseq_S4,baker's yeast,ArrayExpress,,,,,,,ribosome protected fragments 18-42nt,,,,,,,,,,,,,,,NEW1 knockout,,,,,,Ribo-Seq,,,,,,,,,,,,,,,,,,,,,,,,,20 degree celsius; synthetic complete medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,deletion,,,,,,,,,,,,,,,
ERR2681850,OTHER,51,4364558580,PRJEB27604,SAMEA4776574,2310497168,Villu Kasari,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX2696681,Illumina HiSeq 2500,SINGLE,other,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2018-11-11T00:00:00Z,2022-07-13T12:37:00Z,2,SAMEA4776574,ERP109708,,,WT_riboseq_S3_s,,BY derivative,,,,,wild type genotype,2018-11-10,2018-11-10,2018-11-16,2018-07-04,SAMEA4776574,Postdoc,Postdoc,2018-11-10T17:02:15Z,2018-07-04T09:44:12Z,public,E-MTAB-6963:WT_riboseq_S3,E-MTAB-6963:WT_riboseq_S3,baker's yeast,ArrayExpress,,,,,,,ribosome protected fragments 18-42nt,,,,,,,,,,,,,,,wild type genotype,,,,,,Ribo-Seq,,,,,,,,,,,,,,,,,,,,,,,,,20 degree celsius; synthetic complete medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR2681851,OTHER,51,4237001409,PRJEB27604,SAMEA4776575,2227918729,Villu Kasari,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX2696682,Illumina HiSeq 2500,SINGLE,other,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2018-11-11T00:00:00Z,2022-07-24T04:22:00Z,2,SAMEA4776575,ERP109708,,,WT_riboseq_S5_s,,BY derivative,,,,,wild type genotype,2018-11-10,2018-11-10,2018-11-16,2018-07-04,SAMEA4776575,Postdoc,Postdoc,2018-11-10T17:02:15Z,2018-07-04T09:44:12Z,public,E-MTAB-6963:WT_riboseq_S5,E-MTAB-6963:WT_riboseq_S5,baker's yeast,ArrayExpress,,,,,,,ribosome protected fragments 18-42nt,,,,,,,,,,,,,,,wild type genotype,,,,,,Ribo-Seq,,,,,,,,,,,,,,,,,,,,,,,,,20 degree celsius; synthetic complete medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
